Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
8020,CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,Cc1ccccc1,691.0,715.0,,0.03,5.11,,,28.6,41.4,950.65482,DOI: 10.1021/acs.joc.9b01425
8021,CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,ClCCl,689.0,717.0,,0.03,5.08,,,31.1,43.3,950.65482,DOI: 10.1021/acs.joc.9b01425
8022,CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,C1CCOC1,686.0,715.0,,0.02,5.08,,,32.4,45.0,950.65482,DOI: 10.1021/acs.joc.9b01425
8023,CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,CC#N,682.0,714.0,,0.02,5.04,,,35.6,47.6,950.65482,DOI: 10.1021/acs.joc.9b01425
8024,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,C1CCCCC1,687.0,711.0,,0.44,4.89,,,25.8,44.4,1057.27326,DOI: 10.1021/acs.joc.9b01425
8025,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,Cc1ccccc1,687.0,714.0,,0.46,4.83,,,33.3,44.0,1057.27326,DOI: 10.1021/acs.joc.9b01425
8026,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,ClCCl,683.0,712.0,,0.45,4.83,,,31.8,47.6,1057.27326,DOI: 10.1021/acs.joc.9b01425
8027,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,C1CCOC1,683.0,712.0,,0.45,4.8,,,31.8,48.7,1057.27326,DOI: 10.1021/acs.joc.9b01425
8028,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,CC#N,677.0,706.0,,0.27,4.72,,,28.0,56.6,1057.27326,DOI: 10.1021/acs.joc.9b01425
8029,COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,C1CCCCC1,680.0,727.0,,0.62,4.98,,,45.5,51.9,1005.10998,DOI: 10.1021/acs.joc.9b01425
8030,COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,Cc1ccccc1,682.0,730.0,,0.43,4.95,,,47.7,53.0,1005.10998,DOI: 10.1021/acs.joc.9b01425
8031,COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,ClCCl,677.0,737.0,,0.54,4.96,,,48.5,54.8,1005.10998,DOI: 10.1021/acs.joc.9b01425
8032,COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,C1CCOC1,677.0,737.0,,0.5,4.94,,,47.7,55.6,1005.10998,DOI: 10.1021/acs.joc.9b01425
8033,COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,CC#N,670.0,721.0,,0.52,4.94,,,47.0,57.0,1005.10998,DOI: 10.1021/acs.joc.9b01425
8034,COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,C1CCCCC1,669.0,700.0,,0.63,4.98,,,37.1,44.7,730.61678,DOI: 10.1021/acs.joc.9b01425
8035,COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,Cc1ccccc1,675.0,712.0,,0.54,4.93,,,42.4,45.8,730.61678,DOI: 10.1021/acs.joc.9b01425
8036,COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,ClCCl,664.0,711.0,,0.53,4.88,,,50.8,52.7,730.61678,DOI: 10.1021/acs.joc.9b01425
8037,COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,C1CCOC1,670.0,712.0,,0.5,4.89,,,48.5,49.6,730.61678,DOI: 10.1021/acs.joc.9b01425
8038,COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,CC#N,660.0,712.0,,0.33,4.82,,,59.8,56.4,730.61678,DOI: 10.1021/acs.joc.9b01425
8039,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,CCCCCC,295.0,456.0,,0.21,5.271841607,,,,,375.80692,DOI: 10.1021/acs.joc.8b01049
8040,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,ClCCl,300.0,460.0,,0.69,5.880813592,,,,105.2,375.80692,DOI: 10.1021/acs.joc.8b01049
8041,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,CO,294.0,459.0,,0.15,5.880813592,,,,,375.80692,DOI: 10.1021/acs.joc.8b01049
8042,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,CS(C)=O,308.0,500.0,,0.46,5.770115295,,,64.2,130.2,375.80692,DOI: 10.1021/acs.joc.8b01049
8043,CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,CCCCCC,283.0,453.0,,0.82,5.919078092,,,,103.6,311.33598,DOI: 10.1021/acs.joc.8b01049
8044,CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,ClCCl,297.0,472.0,,0.63,5.913813852,,,,107.1,311.33598,DOI: 10.1021/acs.joc.8b01049
8045,CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,CO,298.0,481.0,,0.52,5.913813852,,,,,311.33598,DOI: 10.1021/acs.joc.8b01049
8046,CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,CS(C)=O,300.0,486.0,,0.71,5.322219295,,,69.0,117.1,311.33598,DOI: 10.1021/acs.joc.8b01049
8047,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,CCCCCC,282.0,435.0,,0.36,5.041392685,,,56.0,119.3,281.3101,DOI: 10.1021/acs.joc.8b01049
8048,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,ClCCl,284.0,471.0,,0.32,5.77815125,,,,120.5,281.3101,DOI: 10.1021/acs.joc.8b01049
8049,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,CO,282.0,466.0,,0.58,5.84509804,,,,125.3,281.3101,DOI: 10.1021/acs.joc.8b01049
8050,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,CS(C)=O,286.0,472.0,,0.71,5.838849091,,,,99.3,281.3101,DOI: 10.1021/acs.joc.8b01049
8051,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,CCCCCC,310.0,392.0,,0.61,5.716003344,,,,,282.29816,DOI: 10.1021/acs.joc.8b01049
8052,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,ClCCl,314.0,392.0,,0.76,5.653212514,,,,,282.29816,DOI: 10.1021/acs.joc.8b01049
8053,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,CO,324.0,392.0,,0.74,5.301029996,,,,,282.29816,DOI: 10.1021/acs.joc.8b01049
8054,CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,CS(C)=O,333.0,395.0,,0.87,5.447158031,,,,,282.29816,DOI: 10.1021/acs.joc.8b01049
8055,CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,CCCCCC,299.0,440.0,,0.37,4.62324929,,,,137.5,401.41362,DOI: 10.1021/acs.joc.8b01049
8056,CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,ClCCl,303.0,457.0,,0.32,5.893206753,,,,144.6,401.41362,DOI: 10.1021/acs.joc.8b01049
8057,CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,CO,303.0,474.0,,0.14,5.914343157,,,60.8,,401.41362,DOI: 10.1021/acs.joc.8b01049
8058,CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,CS(C)=O,302.0,477.0,,0.41,5.954242509,,,,140.0,401.41362,DOI: 10.1021/acs.joc.8b01049
8059,COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,CCCCCC,296.0,381.0,,0.11,5.184691431,,,,,369.41562,DOI: 10.1021/acs.joc.8b01049
8060,COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,ClCCl,300.0,452.0,,0.36,5.741939078,,,,131.8,369.41562,DOI: 10.1021/acs.joc.8b01049
8061,COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,CO,296.0,468.0,,0.41,5.69019608,,,,143.6,369.41562,DOI: 10.1021/acs.joc.8b01049
8062,COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,CS(C)=O,302.0,484.0,,0.49,5.742725131,,,,123.4,369.41562,DOI: 10.1021/acs.joc.8b01049
8063,C(=C/c1ccccc1)\c1ccccc1,CC#N,307.0,350.0,0.07,0.023,4.440909082,,,,49.2,180.24928,10.1021/jo052123d
8064,COc1ccc(/C=C/c2ccccc2)cc1,CC#N,317.0,374.0,0.04,0.007,4.442479769,,,,59.4,210.27516,10.1021/jo052123d
8065,COc1cccc(/C=C/c2ccccc2)c1,CC#N,295.0,359.0,0.93,0.16,4.411619706,,,,54.8,210.27516,10.1021/jo052123d
8066,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CC#N,306.0,390.0,16.9,0.32,4.474216264,,,,77.1,240.30104,10.1021/jo052123d
8067,COc1ccc(/C=C/c2ccccc2)cc1OC,CC#N,321.0,385.0,0.5,0.035,4.392696953,,,,62.2,240.30104,10.1021/jo052123d
8068,C(=C/c1ccccc1)\c1ccccc1,C1CCCCC1,,349.0,,0.038,,,,,,180.24928,10.1021/jo052123d
8069,COc1ccc(/C=C/c2ccccc2)cc1,C1CCCCC1,,364.0,,0.022,,,,,,210.27516,10.1021/jo052123d
8070,COc1cccc(/C=C/c2ccccc2)c1,C1CCCCC1,,358.0,,0.18,,,,,,210.27516,10.1021/jo052123d
8071,COc1cc(/C=C/c2ccccc2)cc(OC)c1,C1CCCCC1,,364.0,,0.18,,,,,,240.30104,10.1021/jo052123d
8072,COc1ccc(/C=C/c2ccccc2)cc1OC,C1CCCCC1,,372.0,,0.06,,,,,,240.30104,10.1021/jo052123d
8073,C(=C/c1ccccc1)\c1ccccc1,CCCCOCCCC,,349.0,,0.042,,,,,,180.24928,10.1021/jo052123d
8074,COc1ccc(/C=C/c2ccccc2)cc1,CCCCOCCCC,,367.0,,0.02,,,,,,210.27516,10.1021/jo052123d
8075,COc1cccc(/C=C/c2ccccc2)c1,CCCCOCCCC,,358.0,,0.2,,,,,,210.27516,10.1021/jo052123d
8076,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CCCCOCCCC,,372.0,,0.26,,,,,,240.30104,10.1021/jo052123d
8077,COc1ccc(/C=C/c2ccccc2)cc1OC,CCCCOCCCC,,375.0,,0.05,,,,,,240.30104,10.1021/jo052123d
8078,C(=C/c1ccccc1)\c1ccccc1,CCOCC,,349.0,,0.035,,,,,,180.24928,10.1021/jo052123d
8079,COc1ccc(/C=C/c2ccccc2)cc1,CCOCC,,366.0,,0.015,,,,,,210.27516,10.1021/jo052123d
8080,COc1cccc(/C=C/c2ccccc2)c1,CCOCC,,357.0,,0.18,,,,,,210.27516,10.1021/jo052123d
8081,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CCOCC,,374.0,,0.27,,,,,,240.30104,10.1021/jo052123d
8082,COc1ccc(/C=C/c2ccccc2)cc1OC,CCOCC,,373.0,,0.051,,,,,,240.30104,10.1021/jo052123d
8083,C(=C/c1ccccc1)\c1ccccc1,CCOC(C)=O,,349.0,,0.032,,,,,,180.24928,10.1021/jo052123d
8084,COc1ccc(/C=C/c2ccccc2)cc1,CCOC(C)=O,,366.0,,0.016,,,,,,210.27516,10.1021/jo052123d
8085,COc1cccc(/C=C/c2ccccc2)c1,CCOC(C)=O,,358.0,,0.18,,,,,,210.27516,10.1021/jo052123d
8086,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CCOC(C)=O,,382.0,,0.29,,,,,,240.30104,10.1021/jo052123d
8087,COc1ccc(/C=C/c2ccccc2)cc1OC,CCOC(C)=O,,382.0,,0.046,,,,,,240.30104,10.1021/jo052123d
8088,C(=C/c1ccccc1)\c1ccccc1,CC(C)O,,348.0,,0.03,,,,,,180.24928,10.1021/jo052123d
8089,COc1ccc(/C=C/c2ccccc2)cc1,CC(C)O,,365.0,,0.011,,,,,,210.27516,10.1021/jo052123d
8090,COc1cccc(/C=C/c2ccccc2)c1,CC(C)O,,357.0,,0.15,,,,,,210.27516,10.1021/jo052123d
8091,COc1cc(/C=C/c2ccccc2)cc(OC)c1,CC(C)O,,382.0,,0.27,,,,,,240.30104,10.1021/jo052123d
8092,COc1ccc(/C=C/c2ccccc2)cc1OC,CC(C)O,,374.0,,0.041,,,,,,240.30104,10.1021/jo052123d
8093,C=Cc1ccc(OC)cc1,C1CCCCC1,302.0,322.0,6.6,0.33,3.176091259,,,,,134.1774,10.1021/jo052123d
8094,C=Cc1ccc(OC)cc1,CC#N,,323.0,6.3,0.21,,,,,39.3,134.1774,10.1021/jo052123d
8095,C=Cc1cccc(OC)c1,C1CCCCC1,295.0,327.0,6.8,0.32,3.361727836,,,,,134.1774,10.1021/jo052123d
8096,C=Cc1cccc(OC)c1,CC#N,,330.0,7.8,0.28,,,,,41.0,134.1774,10.1021/jo052123d
8097,C=Cc1cc(OC)cc(OC)c1,C1CCCCC1,299.0,341.0,3.8,0.12,3.301029996,,,,,164.20328,10.1021/jo052123d
8098,C=Cc1cc(OC)cc(OC)c1,CC#N,,350.0,6.9,0.5,,,,,49.7,164.20328,10.1021/jo052123d
8099,C=Cc1ccc(OC)c(OC)c1,C1CCCCC1,309.0,331.0,3.3,0.32,3.51851394,,,,,164.20328,10.1021/jo052123d
8100,C=Cc1ccc(OC)c(OC)c1,CC#N,,334.0,3.2,0.29,,,,,41.3,164.20328,10.1021/jo052123d
8101,C/C=C/c1ccc(OC)cc1,CCCCCC,305.0,328.0,7.9,0.35,3.079181246,,,,,148.20428,10.1021/jo052123d
8102,C/C=C/c1ccc(OC)cc1,CC#N,,330.0,8.7,0.27,,,,,41.0,148.20428,10.1021/jo052123d
8103,C/C=C/c1cccc(OC)c1,CCCCCC,293.0,325.0,5.9,0.31,3.380211242,,,,,148.20428,10.1021/jo052123d
8104,C/C=C/c1cccc(OC)c1,CC#N,,327.0,6.5,0.24,,,,,35.3,148.20428,10.1021/jo052123d
8105,C/C=C/c1cc(OC)cc(OC)c1,CCCCCC,296.0,338.0,1.5,0.04,3.278753601,,,,,178.23016,10.1021/jo052123d
8106,C/C=C/c1cc(OC)cc(OC)c1,CC#N,,343.0,2.9,0.05,,,,,51.4,178.23016,10.1021/jo052123d
8107,C/C=C/c1ccc(OC)c(OC)c1,CCCCCC,308.0,334.0,3.7,0.35,3.505149978,,,,,178.23016,10.1021/jo052123d
8108,C/C=C/c1ccc(OC)c(OC)c1,CC#N,,333.0,4.0,0.28,,,,,44.6,178.23016,10.1021/jo052123d
8109,C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,C1CCCCC1,320.0,425.0,,0.0009,4.602059991,,,55.2,120.3,280.32928,10.1021/jo048914h
8110,C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C1CCCCC1,335.0,390.0,,0.0085,4.913813852,,,66.4,86.7,376.5338,10.1021/jo048914h
8111,C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C1CCCCC1,325.0,415.0,,0.0015,4.72427587,,,61.4,102.6,304.35128,10.1021/jo048914h
8112,C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,,451.0,0.8,0.08,,,,,99.3,280.32928,10.1021/jo048914h
8113,C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,,485.0,5.7,0.65,,,,,87.2,376.5338,10.1021/jo048914h
8114,C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,,442.0,1.1,0.13,,,,,84.4,304.35128,10.1021/jo048914h
8115,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,CCCCCC,463.0,534.0,6.2,1.0,4.267171728,,,71.8,65.5,677.69336,DOI: 10.1021/acs.joc.7b00315
8116,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,Cc1ccccc1,469.0,575.0,8.2,0.85,,,,74.7,88.5,677.69336,DOI: 10.1021/acs.joc.7b00315
8117,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,ClC(Cl)Cl,461.0,601.0,8.5,0.67,,,,78.8,108.2,677.69336,DOI: 10.1021/acs.joc.7b00315
8118,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,C1CCOC1,465.0,626.0,3.2,0.19,,,,79.4,125.9,677.69336,DOI: 10.1021/acs.joc.7b00315
8119,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,ClCCl,461.0,633.0,3.9,0.21,,,,79.9,131.6,677.69336,DOI: 10.1021/acs.joc.7b00315
8120,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,CC(C)=O,459.0,658.0,0.7,0.026,,,,80.9,,677.69336,DOI: 10.1021/acs.joc.7b00315
8121,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,,588.0,14.4,0.76,,,,,66.2,677.69336,DOI: 10.1021/acs.joc.7b00315
8122,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,CCCCCC,398.0,458.0,7.7,0.22,,,,58.6,53.3,677.69336,DOI: 10.1021/acs.joc.7b00315
8123,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,Cc1ccccc1,402.0,488.0,8.7,0.27,,,,68.4,67.9,677.69336,DOI: 10.1021/acs.joc.7b00315
8124,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,ClC(Cl)Cl,399.0,532.0,6.5,0.23,,,,68.7,90.2,677.69336,DOI: 10.1021/acs.joc.7b00315
8125,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,C1CCOC1,399.0,550.0,6.1,0.44,,,,71.5,110.3,677.69336,DOI: 10.1021/acs.joc.7b00315
8126,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,ClCCl,397.0,561.0,6.5,0.42,,,,73.8,117.0,677.69336,DOI: 10.1021/acs.joc.7b00315
8127,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,CC(C)=O,395.0,600.0,3.2,0.21,,,,74.9,137.7,677.69336,DOI: 10.1021/acs.joc.7b00315
8128,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,,491.0,14.4,0.21,,,,,54.6,677.69336,DOI: 10.1021/acs.joc.7b00315
8129,Cn1cc(-c2nc3ccccc3nc2C#Cc2ccccc2)c2ccccc21,ClCCl,411.0,510.0,,0.16,3.995635195,4140.9,2680.4,,,359.43098,http://dx.doi.org/10.1021/jo4025978
8130,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,ClCCl,408.0,506.0,,0.19,4.123851641,,2845.7,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8131,Cn1cc(-c2nc3ccccc3nc2C#Cc2ccc(C#N)cc2)c2ccccc21,ClCCl,418.0,520.0,,0.15,3.903089987,4347.1,2474.2,,,384.44104,http://dx.doi.org/10.1021/jo4025978
8132,COc1ccc(C#Cc2nc3ccccc3nc2-c2ccn(-c3ccccc3)c2)cc1,ClCCl,393.0,474.0,,0.24,4.164352856,,3178.7,,,401.46786,http://dx.doi.org/10.1021/jo4025978
8133,COc1ccc(C#Cc2nc3ccccc3nc2-c2csc(OC)c2)cc1,ClCCl,410.0,508.0,,0.32,4.068185862,,2697.6,,,372.44704,http://dx.doi.org/10.1021/jo4025978
8134,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,Cc1ccccc1,407.0,468.0,,0.3,4.123851641,,2883.0,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8135,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,C1CCOC1,408.0,490.0,,0.19,4.127104798,,3037.2,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8136,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CCOC(C)=O,405.0,491.0,,0.17,4.158362492,,3074.5,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8137,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CC(C)=O,408.0,513.0,,0.16,4.146128036,,2755.3,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8138,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CC#N,407.0,518.0,,0.13,4.120573931,,2766.0,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8139,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CC(C)O,415.0,519.0,,0.02,4.068185862,,3101.1,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8140,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CCO,415.0,522.0,,0.01,4.079181246,,3191.5,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8141,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,CO,415.0,525.0,,0.01,4.089905111,,3489.4,,,389.45686,http://dx.doi.org/10.1021/jo4025978
8142,c1csc(-n2c3ccccc3c3ccccc32)c1,ClCCl,333.0,370.0,,0.014,,,,,38.8,249.33634,http://dx.doi.org/10.1021/jo202625p
8144,CCn1c2c(-c3cccs3)cc(C(C)(C)C)cc2c2cc(C(C)(C)C)cc(-c3cccs3)c21,ClCCl,360.0,395.0,,0.064,,,,45.8,43.1,471.73102,http://dx.doi.org/10.1021/jo202625p
